Project,Site,Date,Time,Type,Location,lat,lon,ID,bottle_type,filtered_uM,SpC_uScm2,temp_C,sampled_by,collection_notes,status_location,DOC_mgL,DOC_file,DOC_notes,Network Role,Discharge,Discharge Notes,,,
BEGI,SLO_W,11/10/23,,ground water,SLO west well,,,d_235,30_mL_dark,0.45,486,13.3,"ET, WM, HM",,lab freezer,2.01,,,,,,,,
BEGI,SLO_W,11/10/23,,ground water,SLO west well,,,d_244,40_mL_gdark,0.45,486,13.3,"ET, WM, HM",,lab refrigerator,2.01,,,,,,,,
BEGI,SLO_W,11/10/23,,ground water,SLO west well,,,i_190,iso_vial,0.45,486,13.3,"ET, WM, HM",,at CSI,2.01,,,,,,,,
BEGI,VDO_S,11/10/23,,ground water,VDO south well,,,202,60_mL,0.45,898,18.8,"ET, WM, HM",,lab freezer,1.21,,,,,,,,
BEGI,VDO_S,11/10/23,,ground water,VDO south well,,,221,60_mL,0.45,898,18.8,"ET, WM, HM",,lab freezer,1.21,,,,,,,,
BEGI,VDO_S,11/10/23,,ground water,VDO south well,,,255,60_mL,0.45,898,18.8,"ET, WM, HM",,lab freezer,1.21,,,,,,,,
BEGI,VDO_S,11/10/23,,ground water,VDO south well,,,d_202,30_mL_dark,0.45,898,18.8,"ET, WM, HM",,lab freezer,1.21,,,,,,,,
BEGI,VDO_S,11/10/23,,ground water,VDO south well,,,d_221,30_mL_dark,0.45,898,18.8,"ET, WM, HM",,lab freezer,1.21,,,,,,,,
BEGI,VDO_S,11/10/23,,ground water,VDO south well,,,d_255,40_mL_gdark,0.45,898,18.8,"ET, WM, HM",,lab refrigerator,1.21,,,,,,,,
BEGI,VDO_S,11/10/23,,ground water,VDO south well,,,i_202,iso_vial,0.45,898,18.8,"ET, WM, HM",,at CSI,1.21,,,,,,,,
BEGI,VDO_W,11/10/23,,ground water,VDO west well,,,249,60_mL,0.45,871,19.6,"ET, WM, HM",,lab freezer,0.55,,,,,,,,
BEGI,VDO_W,11/10/23,,ground water,VDO west well,,,265,60_mL,0.45,871,19.6,"ET, WM, HM",,lab freezer,0.55,,,,,,,,
BEGI,VDO_W,11/10/23,,ground water,VDO west well,,,275,60_mL,0.45,871,19.6,"ET, WM, HM",,lab freezer,0.55,,,,,,,,
BEGI,VDO_W,11/10/23,,ground water,VDO west well,,,d_249,30_mL_dark,0.45,871,19.6,"ET, WM, HM",,lab freezer,0.55,,,,,,,,
BEGI,VDO_W,11/10/23,,ground water,VDO west well,,,d_265,30_mL_dark,0.45,871,19.6,"ET, WM, HM",,lab freezer,0.55,,,,,,,,
BEGI,VDO_W,11/10/23,,ground water,VDO west well,,,d_275,40_mL_gdark,0.45,871,19.6,"ET, WM, HM",,lab refrigerator,0.55,,,,,,,,
BEGI,VDO_W,11/10/23,,ground water,VDO west well,,,i_249,iso_vial,0.45,871,19.6,"ET, WM, HM",,at CSI,0.55,,,,,,,,
BEGI,SLO_C,11/17/23,10:30,ground water,SLO central well,,,215,60_mL,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,11/17/23,10:30,ground water,SLO central well,,,237,60_mL,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,11/17/23,10:30,ground water,SLO central well,,,242,60_mL,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,11/17/23,10:30,ground water,SLO central well,,,d_215,30_mL_dark,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,11/17/23,10:30,ground water,SLO central well,,,d_237,30_mL_dark,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,11/17/23,10:30,ground water,SLO central well,,,i_215,iso_vial,0.45,,,"RM, WM",bubble in sample,at CSI,,,,,,,,,
BEGI,SLO_W,11/17/23,11:00,ground water,SLO west well,,,210,60_mL,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,11/17/23,11:00,ground water,SLO west well,,,238,60_mL,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,11/17/23,11:00,ground water,SLO west well,,,268,60_mL,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,11/17/23,11:00,ground water,SLO west well,,,d_210,30_mL_dark,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,11/17/23,11:00,ground water,SLO west well,,,d_238,30_mL_dark,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,11/17/23,11:00,ground water,SLO west well,,,1_210,iso_vial,0.45,,,"RM, WM",,at CSI,,,,,,,,,
BEGI,VDO_S,11/17/23,9:30,ground water,VDO south well,,,239,60_mL,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,11/17/23,9:30,ground water,VDO south well,,,241,60_mL,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,11/17/23,9:30,ground water,VDO south well,,,256,60_mL,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,11/17/23,9:30,ground water,VDO south well,,,d_239,30_mL_dark,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,11/17/23,9:30,ground water,VDO south well,,,d_241,30_mL_dark,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,11/17/23,9:30,ground water,VDO south well,,,i_239,iso_vial,0.45,,,"RM, WM",,at CSI,,,,,,,,,
BEGI,VDO_W,11/17/23,8:45,ground water,VDO west well,,,219,60_mL,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,11/17/23,8:45,ground water,VDO west well,,,246,60_mL,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,11/17/23,8:45,ground water,VDO west well,,,290_A,60_mL,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,11/17/23,8:45,ground water,VDO west well,,,d_219,30_mL_dark,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,11/17/23,8:45,ground water,VDO west well,,,d_246,30_mL_dark,0.45,,,"RM, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,11/17/23,8:45,ground water,VDO west well,,,i_219,iso_vial,0.45,,,"RM, WM",,at CSI,,,,,,,,,
BEGI,SLO_C,11/22/23,14:45,ground water,SLO central well,,,291,60_mL,0.45,738,13,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,11/22/23,14:45,ground water,SLO central well,,,297_A,60_mL,0.45,738,13,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,11/22/23,14:45,ground water,SLO central well,,,298,60_mL,0.45,738,13,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,11/22/23,14:45,ground water,SLO central well,,,d_291,30_mL_dark,0.45,738,13,"AJW, WM",cannot find this in our freezer,,,,,,,,,,
BEGI,SLO_C,11/22/23,14:45,ground water,SLO central well,,,d_297_A,30_mL_dark,0.45,738,13,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,11/22/23,14:45,ground water,SLO central well,,,i_291,iso_vial,0.45,738,13,"AJW, WM",,at CSI,,,,,,,,,
BEGI,SLO_W,11/22/23,15:15,ground water,SLO west well,,,301,60_mL,0.45,531,12.4,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,11/22/23,15:15,ground water,SLO west well,,,310,60_mL,0.45,531,12.4,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,11/22/23,15:15,ground water,SLO west well,,,324,60_mL,0.45,531,12.4,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,11/22/23,15:15,ground water,SLO west well,,,d_301,30_mL_dark,0.45,531,12.4,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,11/22/23,15:15,ground water,SLO west well,,,d_310,30_mL_dark,0.45,531,12.4,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,11/22/23,15:15,ground water,SLO west well,,,i_301,iso_vial,0.45,531,12.4,"AJW, WM",,at CSI,,,,,,,,,
BEGI,VDO_S,11/22/23,13:45,ground water,VDO south well,,,306,60_mL,0.45,902,18.3,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,11/22/23,13:45,ground water,VDO south well,,,322,60_mL,0.45,902,18.3,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,11/22/23,13:45,ground water,VDO south well,,,326,60_mL,0.45,902,18.3,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,11/22/23,13:45,ground water,VDO south well,,,d_306,30_mL_dark,0.45,902,18.3,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,11/22/23,13:45,ground water,VDO south well,,,d_322,30_mL_dark,0.45,902,18.3,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,11/22/23,13:45,ground water,VDO south well,,,i_306,iso_vial,0.45,902,18.3,"AJW, WM",,at CSI,,,,,,,,,
BEGI,VDO_W,11/22/23,13:30,ground water,VDO west well,,,294_A,60_mL,0.45,854,19.1,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,11/22/23,13:30,ground water,VDO west well,,,299,60_mL,0.45,854,19.1,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,11/22/23,13:30,ground water,VDO west well,,,325,60_mL,0.45,854,19.1,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,11/22/23,13:30,ground water,VDO west well,,,d_294_A,30_mL_dark,0.45,854,19.1,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,11/22/23,13:30,ground water,VDO west well,,,d_299,30_mL_dark,0.45,854,19.1,"AJW, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,11/22/23,13:30,ground water,VDO west well,,,i_294_A,iso_vial,0.45,854,19.1,"AJW, WM",,at CSI,,,,,,,,,
BEGI,,7/6/23,,ground water,VDO center well,,,43,60_mL,0.45,964,19.3,AJW,,lab freezer,,,,,,,,,
BEGI,,7/6/23,,ground water,VDO center well,,,51,60_mL,0.45,964,19.3,AJW,,lab freezer,,,,,,,,,
BEGI,,7/6/23,,ground water,VDO center well,,,i_43,iso_vial,0.45,964,19.3,AJW,,at CSI,,,,,,,,,
BEGI,VDO_W,7/6/23,,ground water,VDO west well,,,19,60_mL,0.45,922,20.5,AJW,,lab freezer,,,,,,,,,
BEGI,VDO_W,7/6/23,,ground water,VDO west well,,,107,60_mL,0.45,922,20.5,AJW,,lab freezer,,,,,,,,,
BEGI,VDO_W,7/6/23,,ground water,VDO west well,,,i_19,iso_vial,0.45,922,20.5,AJW,,at CSI,,,,,,,,,
BEGI,,7/6/23,,ground water,SLO north well,,,116,60_mL,0.45,530,19.6,AJW,,lab freezer,,,,,,,,,
BEGI,,7/6/23,,ground water,SLO north well,,,i_116,iso_vial,0.45,530,19.6,AJW,,at CSI,,,,,,,,,
BEGI,SLO_W,7/6/23,,ground water,SLO west well,,,15,60_mL,0.45,457,19,AJW,,lab freezer,,,,,,,,,
BEGI,SLO_W,7/6/23,,ground water,SLO west well,,,117,60_mL,0.45,457,19,AJW,,lab freezer,,,,,,,,,
BEGI,SLO_W,7/6/23,,ground water,SLO west well,,,i_15,iso_vial,0.45,457,19,AJW,,at CSI,,,,,,,,,
BEGI,VDO_W,12/1/23,8:30,ground water,VDO west well,,,317,60_mL,0.45,876,17.8,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,12/1/23,8:30,ground water,VDO west well,,,320,60_mL,0.45,876,17.8,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,12/1/23,8:30,ground water,VDO west well,,,323,60_mL,0.45,876,17.8,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,12/1/23,8:30,ground water,VDO west well,,,d_317,30_mL_dark,0.45,876,17.8,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,12/1/23,8:30,ground water,VDO west well,,,d_320,30_mL_dark,0.45,876,17.8,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,12/1/23,8:30,ground water,VDO west well,,,d_323,40_mL_gdark,0.45,876,17.8,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,VDO_W,12/1/23,8:30,ground water,VDO west well,,,i_317,iso_vial,0.45,876,17.8,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,VDO_S,12/1/23,9:00,ground water,VDO south well,,,292_A,60_mL,0.45,898,17.3,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,12/1/23,9:00,ground water,VDO south well,,,312,60_mL,0.45,898,17.3,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,12/1/23,9:00,ground water,VDO south well,,,318,60_mL,0.45,898,17.3,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,12/1/23,9:00,ground water,VDO south well,,,d_292_A,30_mL_dark,0.45,898,17.3,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,12/1/23,9:00,ground water,VDO south well,,,d_312,30_mL_dark,0.45,898,17.3,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,12/1/23,9:00,ground water,VDO south well,,,d_318,40_mL_gdark,0.45,898,17.3,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,VDO_S,12/1/23,9:00,ground water,VDO south well,,,i_292_A,iso_vial,0.45,898,17.3,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,SLO_C,12/1/23,9:45,ground water,SLO central well,,,293_A,60_mL,0.45,623,10.6,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,12/1/23,9:45,ground water,SLO central well,,,307,60_mL,0.45,623,10.6,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,12/1/23,9:45,ground water,SLO central well,,,321,60_mL,0.45,623,10.6,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,12/1/23,9:45,ground water,SLO central well,,,d_293_A,30_mL_dark,0.45,623,10.6,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,12/1/23,9:45,ground water,SLO central well,,,d_307,30_mL_dark,0.45,623,10.6,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,12/1/23,9:45,ground water,SLO central well,,,d_321,40_mL_gdark,0.45,623,10.6,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,SLO_C,12/1/23,9:45,ground water,SLO central well,,,i_293_A,iso_vial,0.45,623,10.6,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,SLO_W,12/1/23,10:15,ground water,SLO west well,,,296_A,60_mL,0.45,494,11.3,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,12/1/23,10:15,ground water,SLO west well,,,300,60_mL,0.45,494,11.3,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,12/1/23,10:15,ground water,SLO west well,,,319,60_mL,0.45,494,11.3,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,12/1/23,10:15,ground water,SLO west well,,,d_296_A,30_mL_dark,0.45,494,11.3,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,12/1/23,10:15,ground water,SLO west well,,,d_300,30_mL_dark,0.45,494,11.3,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,12/1/23,10:15,ground water,SLO west well,,,d_319,40_mL_gdark,0.45,494,11.3,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,SLO_W,12/1/23,10:15,ground water,SLO west well,,,i_296_A,iso_vial,0.45,494,11.3,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,VDO_W,12/8/23,8:45,ground water,VDO west well,,,304,60_mL,0.45,872,17.5,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,12/8/23,8:45,ground water,VDO west well,,,329,60_mL,0.45,872,17.5,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,12/8/23,8:45,ground water,VDO west well,,,330,60_mL,0.45,872,17.5,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,12/8/23,8:45,ground water,VDO west well,,,d_304,30_mL_dark,0.45,872,17.5,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,12/8/23,8:45,ground water,VDO west well,,,d_329,30_mL_dark,0.45,872,17.5,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,12/8/23,8:45,ground water,VDO west well,,,d_330,40_mL_gdark,0.45,872,17.5,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,VDO_W,12/8/23,8:45,ground water,VDO west well,,,i_304,iso_vial,0.45,872,17.5,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,VDO_S,12/8/23,9:15,ground water,VDO south well,,,302,60_mL,0.45,897,17,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,12/8/23,9:15,ground water,VDO south well,,,305,60_mL,0.45,897,17,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,12/8/23,9:15,ground water,VDO south well,,,314,60_mL,0.45,897,17,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,12/8/23,9:15,ground water,VDO south well,,,d_302,30_mL_dark,0.45,897,17,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,12/8/23,9:15,ground water,VDO south well,,,d_305,30_mL_dark,0.45,897,17,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,12/8/23,9:15,ground water,VDO south well,,,d_314,40_mL_gdark,0.45,897,17,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,VDO_S,12/8/23,9:15,ground water,VDO south well,,,i_302,iso_vial,0.45,897,17,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,SLO_C,12/8/23,9:50,ground water,SLO central well,,,308,60_mL,0.45,549,10.9,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,12/8/23,9:50,ground water,SLO central well,,,311,60_mL,0.45,549,10.9,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,12/8/23,9:50,ground water,SLO central well,,,327,60_mL,0.45,549,10.9,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,12/8/23,9:50,ground water,SLO central well,,,d_308,30_mL_dark,0.45,549,10.9,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,12/8/23,9:50,ground water,SLO central well,,,d_311,30_mL_dark,0.45,549,10.9,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,12/8/23,9:50,ground water,SLO central well,,,d_327,40_mL_gdark,0.45,549,10.9,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,SLO_C,12/8/23,9:50,ground water,SLO central well,,,i_308,iso_vial,0.45,549,10.9,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,SLO_W,12/8/23,10:15,ground water,SLO west well,,,309,60_mL,0.45,461.3,10.9,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,12/8/23,10:15,ground water,SLO west well,,,315,60_mL,0.45,461.3,10.9,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,12/8/23,10:15,ground water,SLO west well,,,328,60_mL,0.45,461.3,10.9,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,12/8/23,10:15,ground water,SLO west well,,,d_309,30_mL_dark,0.45,461.3,10.9,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,12/8/23,10:15,ground water,SLO west well,,,d_315,30_mL_dark,0.45,461.3,10.9,"ET, HM, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,12/8/23,10:15,ground water,SLO west well,,,d_328,40_mL_gdark,0.45,461.3,10.9,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,SLO_W,12/8/23,10:15,ground water,SLO west well,,,i_309,iso_vial,0.45,461.3,10.9,"ET, HM, RM",,lab refrigerator,,,,,,,,,
BEGI,VDO_W,1/5/24,14:30,ground water,VDO west well,,,346,60_mL,0.45,882,14.8,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,1/5/24,14:30,ground water,VDO west well,,,348,60_mL,0.45,882,14.8,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,1/5/24,14:30,ground water,VDO west well,,,354,60_mL,0.45,882,14.8,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,1/5/24,14:30,ground water,VDO west well,,,d_346,30_mL_dark,0.45,882,14.8,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,1/5/24,14:30,ground water,VDO west well,,,d_348,30_mL_dark,0.45,882,14.8,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,VDO_W,1/5/24,14:30,ground water,VDO west well,,,d_354,40_mL_gdark,0.45,882,14.8,"AJW, RM",,lab refrigerator,,,,,,,,,
BEGI,VDO_W,1/5/24,14:30,ground water,VDO west well,,,i_346,iso_vial,0.45,882,14.8,"AJW, RM",,lab refrigerator,,,,,,,,,
BEGI,VDO_S,1/5/24,15:00,ground water,VDO south well,,,344,60_mL,0.45,871,14.5,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,1/5/24,15:00,ground water,VDO south well,,,345,60_mL,0.45,871,14.5,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,1/5/24,15:00,ground water,VDO south well,,,351,60_mL,0.45,871,14.5,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,1/5/24,15:00,ground water,VDO south well,,,d_344,30_mL_dark,0.45,871,14.5,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,1/5/24,15:00,ground water,VDO south well,,,d_345,30_mL_dark,0.45,871,14.5,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,VDO_S,1/5/24,15:00,ground water,VDO south well,,,d_351,40_mL_gdark,0.45,871,14.5,"AJW, RM",,lab refrigerator,,,,,,,,,
BEGI,VDO_S,1/5/24,15:00,ground water,VDO south well,,,i_344,iso_vial,0.45,871,14.5,"AJW, RM",,lab refrigerator,,,,,,,,,
BEGI,SLO_C,1/5/24,16:00,ground water,SLO central well,,,343,60_mL,0.45,542,7.2,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,1/5/24,16:00,ground water,SLO central well,,,347,60_mL,0.45,542,7.2,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,1/5/24,16:00,ground water,SLO central well,,,349,60_mL,0.45,542,7.2,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,1/5/24,16:00,ground water,SLO central well,,,d_343,30_mL_dark,0.45,542,7.2,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,1/5/24,16:00,ground water,SLO central well,,,d_347,30_mL_dark,0.45,542,7.2,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,SLO_C,1/5/24,16:00,ground water,SLO central well,,,d_349,40_mL_gdark,0.45,542,7.2,"AJW, RM",,lab refrigerator,,,,,,,,,
BEGI,SLO_C,1/5/24,16:00,ground water,SLO central well,,,i_343,iso_vial,0.45,542,7.2,"AJW, RM",,lab refrigerator,,,,,,,,,
BEGI,SLO_W,1/5/24,16:45,ground water,SLO west well,,,350,60_mL,0.45,478,10.1,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,1/5/24,16:45,ground water,SLO west well,,,352,60_mL,0.45,478,10.1,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,1/5/24,16:45,ground water,SLO west well,,,353,60_mL,0.45,478,10.1,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,1/5/24,16:45,ground water,SLO west well,,,d_350,30_mL_dark,0.45,478,10.1,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,1/5/24,16:45,ground water,SLO west well,,,d_352,30_mL_dark,0.45,478,10.1,"AJW, RM",,lab freezer,,,,,,,,,
BEGI,SLO_W,1/5/24,16:45,ground water,SLO west well,,,d_353,40_mL_gdark,0.45,478,10.1,"AJW, RM",,lab refrigerator,,,,,,,,,
BEGI,SLO_W,1/5/24,16:45,ground water,SLO west well,,,i_350,iso_vial,0.45,478,10.1,"AJW, RM",,lab refrigerator,,,,,,,,,
BEGI,VDO_W,1/19/24,14:45,ground water,VDO west well,,,359,60_mL,0.45,887,14.4,"ET, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,1/19/24,14:45,ground water,VDO west well,,,363,60_mL,0.45,887,14.4,"ET, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,1/19/24,14:45,ground water,VDO west well,,,365,60_mL,0.45,887,14.4,"ET, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,1/19/24,14:45,ground water,VDO west well,,,d_359,60_mL_dark,0.45,887,14.4,"ET, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,1/19/24,14:45,ground water,VDO west well,,,d_363,60_mL_dark,0.45,887,14.4,"ET, WM",,lab freezer,,,,,,,,,
BEGI,VDO_W,1/19/24,14:45,ground water,VDO west well,,,i_359,iso_vial,0.45,887,14.4,"ET, WM",,lab refrigerator,,,,,,,,,
BEGI,VDO_S,1/19/24,15:15,ground water,VDO south well,,,357,60_mL,0.45,886,14.1,"ET, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,1/19/24,15:15,ground water,VDO south well,,,361,60_mL,0.45,886,14.1,"ET, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,1/19/24,15:15,ground water,VDO south well,,,362,60_mL,0.45,886,14.1,"ET, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,1/19/24,15:15,ground water,VDO south well,,,d_357,60_mL_dark,0.45,886,14.1,"ET, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,1/19/24,15:15,ground water,VDO south well,,,3_361,60_mL_dark,0.45,886,14.1,"ET, WM",,lab freezer,,,,,,,,,
BEGI,VDO_S,1/19/24,15:15,ground water,VDO south well,,,i-357,iso_vial,0.45,886,14.1,"ET, WM",,lab refrigerator,,,,,,,,,
BEGI,SLO_C,1/19/24,16:00,ground water,SLO central well,,,336,60_mL,0.45,746,7.3,"ET, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,1/19/24,16:00,ground water,SLO central well,,,355,60_mL,0.45,746,7.3,"ET, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,1/19/24,16:00,ground water,SLO central well,,,364,60_mL,0.45,746,7.3,"ET, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,1/19/24,16:00,ground water,SLO central well,,,d_336,60_mL_dark,0.45,746,7.3,"ET, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,1/19/24,16:00,ground water,SLO central well,,,d_355,60_mL_dark,0.45,746,7.3,"ET, WM",,lab freezer,,,,,,,,,
BEGI,SLO_C,1/19/24,16:00,ground water,SLO central well,,,i_336,iso_vial,0.45,746,7.3,"ET, WM",,lab refrigerator,,,,,,,,,
BEGI,SLO_W,1/19/24,16:30,ground water,SLO west well,,,356,60_mL,0.45,558,9.3,"ET, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,1/19/24,16:30,ground water,SLO west well,,,358,60_mL,0.45,558,9.3,"ET, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,1/19/24,16:30,ground water,SLO west well,,,366,60_mL,0.45,558,9.3,"ET, WM",,lab freezer,,,,,,,,,
BEGI,SLO_W,1/19/24,16:30,ground water,SLO west well,,,d_356,60_mL_dark,0.45,558,9.3,"ET, WM",,lab freezer,,,,,,,,,
