OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403539,Sample-Routine,Water,Groundwater,2014-06-10,12:01:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,,Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-99303409,,,Krypton-86/Krypton-84 ratio,Total,0.306,ratio,,Preliminary,,Actual,,,,,0.00306214,,,,,NAWQA-14-CO Noble Gas Data_Batch,82761,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403539,Sample-Routine,Water,Groundwater,2014-06-10,12:01:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,,Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-99303410,,,Xenon-130/Xenon-132 ratio,Total,0.159,ratio,,Preliminary,,Actual,,,,,0.01048871,,,,,NAWQA-14-CO Noble Gas Data_Batch,82766,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403539,Sample-Routine,Water,Groundwater,2014-06-10,12:01:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,,Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-99303411,,,Neon-20/Neon-22 error,Total,0.012,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82753; NAWQA-14-CO Noble Gas Data_Batch,82770,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403539,Sample-Routine,Water,Groundwater,2014-06-10,12:01:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,,Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-99303412,,,Argon-40/Argon-36 error,Total,1.6,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82756; NAWQA-14-CO Noble Gas Data_Batch,82773,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403539,Sample-Routine,Water,Groundwater,2014-06-10,12:01:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,,Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-99303413,,,Krypton-86/Krypton-84 error,Total,0.0031,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82761; NAWQA-14-CO Noble Gas Data_Batch,82778,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403539,Sample-Routine,Water,Groundwater,2014-06-10,12:01:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,,Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-99303414,,,Xenon-130/Xenon-132 error,Total,0.0105,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82766; NAWQA-14-CO Noble Gas Data_Batch,82783,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403539,Sample-Routine,Water,Groundwater,2014-06-10,12:01:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,,Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-99303415,,,Helium-4,Dissolved,0.0000001666,cm3/g @STP,,Preliminary,,Actual,,,,,1.6660E-09,,,,,NAWQA-14-CO Noble Gas Data_Batch,85561,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403539,Sample-Routine,Water,Groundwater,2014-06-10,12:01:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,,Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-99303416,,,Helium-4,Total,0.0000000016,cm3/g @STP,,Preliminary,Standard Deviation,Actual,,,,,,,,,,Gas Error for 85561; NAWQA-14-CO Noble Gas Data_Batch,85562,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403539,Sample-Routine,Water,Groundwater,2014-06-10,12:01:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,,Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-99303423,,,Helium-3/helium-4 error,Total,0.0000000129,None,,Preliminary,Standard Deviation,Actual,,,,,,,,,,Gas Error for 61040; NAWQA-14-CO Noble Gas Data_Batch,85569,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403519,Sample-Routine,Water,Groundwater,2014-08-05,10:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-355724105535501,,"L-2200136 sta id on smpls is 355724105535501,paa..  corrected ASR sta id to match btls per Nancy, paa, 9/4/14  ID on bottle =355724105535501, per WHOI, paa Samples were received chilled at the WHOI lab..  corrected ASR sta id to match btls per Nancy, paa, 9/4/14",,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-104281476,,,"Strontium-87/Strontium-86, ratio",Dissolved,0.71720,ratio,,Preliminary,,Actual,,,,,,,,,,,75978,,,,,,,,,MS061,USGS,"Sr-87/Sr-86, wf, MS",,"Geochim Cosmochim Acta, 1996, v 60, p 1807-1821","USGS-NRP, Metals Isotope Research Lab, Menlo Park, CA",,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403519,Sample-Routine,Water,Groundwater,2014-08-05,10:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-355724105535501,,"L-2200136 sta id on smpls is 355724105535501,paa..  corrected ASR sta id to match btls per Nancy, paa, 9/4/14  ID on bottle =355724105535501, per WHOI, paa Samples were received chilled at the WHOI lab..  corrected ASR sta id to match btls per Nancy, paa, 9/4/14",,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-104281516,,,Carbon-13/Carbon-12 ratio,Total,-12.80,per mil,,Accepted,,Actual,,,,,,,,,,,82081,,,,,,,,,MS039,USGS,"C-13/12, wf, per NWQL Memo 96-05",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2014-11-10,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403519,Sample-Routine,Water,Groundwater,2014-08-05,10:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-355724105535501,,"L-2200136 sta id on smpls is 355724105535501,paa..  corrected ASR sta id to match btls per Nancy, paa, 9/4/14  ID on bottle =355724105535501, per WHOI, paa Samples were received chilled at the WHOI lab..  corrected ASR sta id to match btls per Nancy, paa, 9/4/14",,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-104281518,,,Oxygen-18/Oxygen-16 ratio,Total,-12.58,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2014-08-24,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01500389,Sample-Routine,Water,Groundwater,2014-11-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355224106032801,,"L-3110078 X=time on all bottles is 1030..  LC2612 added per DOC recvd, NM User Code added to ASR, paa, 11/7/14.  Update time from 1000 per Henrion. KMS. 12/12/14",,Not applicable,Not applicable,,,4045,USGS parameter code 82398,Submersible multiple impeller (turbine) pump,,Line-shaft turbine pump,NWIS-99712926,,,Carbon-13/Carbon-12 ratio,Total,-4.75,per mil,,Accepted,,Actual,,,,,,,,,,,82081,,,,,,,,,MS039,USGS,"C-13/12, wf, per NWQL Memo 96-05",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2015-03-26,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01500389,Sample-Routine,Water,Groundwater,2014-11-06,10:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355224106032801,,"L-3110078 X=time on all bottles is 1030..  LC2612 added per DOC recvd, NM User Code added to ASR, paa, 11/7/14.  Update time from 1000 per Henrion. KMS. 12/12/14",,Not applicable,Not applicable,,,4045,USGS parameter code 82398,Submersible multiple impeller (turbine) pump,,Line-shaft turbine pump,NWIS-99712928,,,Oxygen-18/Oxygen-16 ratio,Total,-13.63,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2014-11-20,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574114,,,Helium-3/helium-4 ratio,Total,0.000001250,ratio,,Preliminary,,Actual,,,,,1.1919E-08,,,,,NAWQA-14-CO Noble Gas Data_Batch,61040,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574375,,,"Strontium-87/Strontium-86, ratio",Dissolved,0.71617,ratio,,Preliminary,,Actual,,,,,,,,,,,75978,,,,,,,,,MS061,USGS,"Sr-87/Sr-86, wf, MS",,"Geochim Cosmochim Acta, 1996, v 60, p 1807-1821","USGS-NRP, Metals Isotope Research Lab, Menlo Park, CA",,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574415,,,Carbon-13/Carbon-12 ratio,Total,-10.51,per mil,,Accepted,,Actual,,,,,,,,,,,82081,,,,,,,,,MS039,USGS,"C-13/12, wf, per NWQL Memo 96-05",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2014-09-12,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574417,,,Oxygen-18/Oxygen-16 ratio,Total,-11.19,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574421,,,Neon-20/Neon-22 ratio,Total,9.785,ratio,,Preliminary,,Actual,,,,,0.01166017,,,,,NAWQA-14-CO Noble Gas Data_Batch,82753,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574422,,,Argon-40/Argon-36 ratio,Total,296.2,ratio,,Preliminary,,Actual,,,,,1.56335974,,,,,NAWQA-14-CO Noble Gas Data_Batch,82756,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574423,,,Krypton-86/Krypton-84 ratio,Total,0.307,ratio,,Preliminary,,Actual,,,,,0.00306570,,,,,NAWQA-14-CO Noble Gas Data_Batch,82761,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574424,,,Xenon-130/Xenon-132 ratio,Total,0.158,ratio,,Preliminary,,Actual,,,,,0.01037808,,,,,NAWQA-14-CO Noble Gas Data_Batch,82766,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574425,,,Neon-20/Neon-22 error,Total,0.012,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82753; NAWQA-14-CO Noble Gas Data_Batch,82770,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574426,,,Argon-40/Argon-36 error,Total,1.6,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82756; NAWQA-14-CO Noble Gas Data_Batch,82773,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574427,,,Krypton-86/Krypton-84 error,Total,0.0031,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82761; NAWQA-14-CO Noble Gas Data_Batch,82778,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574428,,,Xenon-130/Xenon-132 error,Total,0.0104,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82766; NAWQA-14-CO Noble Gas Data_Batch,82783,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574429,,,Helium-4,Dissolved,0.000000353,cm3/g @STP,,Preliminary,,Actual,,,,,3.5260E-09,,,,,NAWQA-14-CO Noble Gas Data_Batch,85561,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574430,,,Helium-4,Total,0.0000000035,cm3/g @STP,,Preliminary,Standard Deviation,Actual,,,,,,,,,,Gas Error for 85561; NAWQA-14-CO Noble Gas Data_Batch,85562,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402230,Sample-Routine,Water,Groundwater,2014-06-10,12:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,"L-1620174 please lab filter S2434 cmt added per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFnw per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574437,,,Helium-3/helium-4 error,Total,0.0000000119,None,,Preliminary,Standard Deviation,Actual,,,,,,,,,,Gas Error for 61040; NAWQA-14-CO Noble Gas Data_Batch,85569,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01500848,Sample-Routine,Water,Groundwater,2015-01-13,13:00:00,MST,,,,,124.80,feet,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355233106024501,,A-0148701 Woods Hole L-0148701 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,8010,USGS parameter code 82398,Other,,Submersible gear pump,NWIS-99951882,,,Carbon-13/Carbon-12 ratio,Total,-9.66,per mil,,Accepted,,Actual,,,,,,,,,,,82081,,,,,,,,,MS039,USGS,"C-13/12, wf, per NWQL Memo 96-05",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2015-03-26,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01500848,Sample-Routine,Water,Groundwater,2015-01-13,13:00:00,MST,,,,,124.80,feet,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355233106024501,,A-0148701 Woods Hole L-0148701 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,8010,USGS parameter code 82398,Other,,Submersible gear pump,NWIS-99951884,,,Oxygen-18/Oxygen-16 ratio,Total,-13.02,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2015-01-24,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.02002573,Sample-Routine,Water,Groundwater,2020-09-15,11:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-354041105581301,,,,Not applicable,Not applicable,,,4040,USGS parameter code 82398,Submersible pump,,Submersible positive-pressure pump,NWIS-119665815,,,Carbon-13/Carbon-12 ratio,Total,-11.92,per mil,,Accepted,,Actual,,,,,,,,,,,82081,,,,,,,,,MS039,USGS,"C-13/12, wf, per NWQL Memo 96-05",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2020-09-25,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.02002573,Sample-Routine,Water,Groundwater,2020-09-15,11:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-354041105581301,,,,Not applicable,Not applicable,,,4040,USGS parameter code 82398,Submersible pump,,Submersible positive-pressure pump,NWIS-119665817,,,Oxygen-18/Oxygen-16 ratio,Total,-11.10,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2021-01-23,,,,,,,,NWIS
